ComID,Committee,stype,CommCity,CommState,CommZip,CommWeb,RegistrationDate,TerminationDate,begincash2007,endcash2012
70046,MIFSC PAC (MN Insurance & Financial Services Council),Political Committee,Minneapolis,MN,55401-2515,,8/10/2009,,,"$1,306.50 "
40953,Milk Producers PAC,Political Committee,St Paul,MN,55101,,4/18/2006,,"$1,942.43 ","$3,864.17 "
30615,Millwrights Local 1348 PAC,Political Fund,Virginia,MN,55792,,11/13/2006,,$0.00 ,$829.32 
40914,Mining Industry Leadership Fund,Political Committee,Duluth,MN,55802,,1/8/2004,,"$11,031.00 ","$1,231.00 "
70009,Minn ACORN Political Action Committee,Political Committee,St Paul,MN,55114,,7/29/1997,7/6/2010,$46.67 ,
30025,Minn AFL-CIO,Political Fund,St Paul,MN,55103,,7/24/1974,,"$10,153.22 ","$4,567.55 "
40201,Minn AGPAC,Political Committee,St Paul,MN,55102-1130,,8/12/1980,,"$2,739.62 ","$2,803.17 "
41043,Minn Ambulatory Surgery Center Assn,Political Committee,St Paul,MN,55103-2044,,8/13/2010 15:39,,,"$1,178.20 "
40192,Minn Architects Political Action Comm,Political Committee,Minneapolis,MN,55105,,6/27/1980,,"$10,206.93 ","$1,797.42 "
80026,Minn Assoc of Professional Employees Political Fund,Political Fund,Shoreview,MN,55126,,3/24/2010 16:00,,,"$26,013.66 "
40751,Minn Bank State PAC,Political Committee,St Paul,MN,55103,,5/28/1996 10:20,,"$8,099.93 ","$7,419.26 "
70004,Minn Business Partnership PAC,Political Committee,Minneapolis,MN,55402,,7/27/1992,,"$16,212.83 ","$34,428.95 "
30127,Minn Cable Comm Assoc - PAC,Political Fund,St Paul,MN,55104,,11/18/1976,,"$1,030.12 ",$831.17 
30553,Minn CAP-PAC,Political Fund,Champlin,MN,55316,,2/12/1996 8:22,,"$2,562.68 ","$2,902.56 "
70001,Minn Chamber of Commerce Leadership Fd,Political Committee,St Paul,MN,55101,,1/14/1983,,"$3,612.32 ","$1,363.33 "
30111,Minn Chiropractic Political Action Comm,Political Fund,Bloomington,MN,55431,,5/11/1976,,"$1,795.26 ","$21,084.64 "
70005,Minn CPAs Public Affairs Committee,Political Committee,Bloomington,MN,55431,,1/1/1990,,"$42,870.29 ","$149,392.45 "
30018,Minn Dental Political Action Committee,Political Fund,Minneapolis,MN,55408-1802,,7/7/1974,,"$47,466.19 ","$19,453.12 "
40839,Minn Electrical Assn PAC,Political Committee,Minneapolis,MN,55408,,8/31/2000,,"$1,032.34 ","$2,518.34 "
70040,Minn Electrical Industry Pol Action Comm,Political Committee,St Paul,MN,55114,,6/21/2006,,$91.00 ,"$4,163.76 "
70054,Minn Emergency Physicians Action Committee,Political Committee,Faribault,MN,55021,,2/1/2012 15:25,,,"$10,030.17 "
80001,Minn Eye PAC,Political Fund,Lake Elmo,MN,55042,,10/28/1985,,"$13,257.94 ","$7,169.93 "
70038,Minn Farm Bureau PAC,Political Committee,St Paul,MN,55121,,12/16/2005,,$979.46 ,"$6,811.59 "
40561,Minn Farm Credit Services PAC,Political Committee,St Paul,MN,55103,,8/21/1989,,$232.33 ,"$4,010.34 "
40543,Minn Farmers Union PAC,Political Committee,St Paul,MN,55113-0007,,11/14/1988,,"$7,787.76 ","$11,475.72 "
70043,Minn Funeral Services PAC,Political Committee,Maple Grove,MN,55311,,8/30/1974,,"$7,176.20 ","$4,988.26 "
70053,Minn Green Industry Political Action Committee,Political Committee,New Germany,MN,55367,,6/13/2011 11:01,,,"$3,609.00 "
40714,Minn Hospital PAC,Political Committee,Minneapolis,MN,55414,,7/15/1994,,"$19,700.89 ","$12,676.46 "
30277,Minn Independent Insurance Agents PAC,Political Fund,Eden Prairie,MN,55344-3758,,6/23/1986,,"$4,345.00 ","$1,634.90 "
40666,Minn Manufactured Home PAC,Political Committee,W St Paul,MN,55118-3481,,12/7/1977,,"$4,701.67 ","$2,651.03 "
40824,Minn New Democrat Political Action Comm,Political Committee,St Paul,MN,55104,,8/25/1999,7/27/2009,"$1,030.10 ",
70021,Minn NOW PAC,Political Committee,St Paul,MN,55103,www.mnnow.org/pac.htm,8/31/1982,,"$1,164.26 ",$456.81 
30245,Minn Nurses Assn Pol Comm (MNA-PC),Political Fund,St Paul,MN,55102,,1/1/1990,,"$1,177.00 ",$545.25 
41019,Minn Open Progressives Political Committee,Political Committee,Brooklyn Center,MN,55429,,8/3/2009 13:15,9/20/2010,,
30089,Minn Operators of Music and Amusement PF,Political Fund,Minneapolis,MN,55410,,11/19/1974,6/27/2007,$293.15 ,
41090,Minn Organization of Republican Veterans (MORVets),Political Committee,Becker,MN,55308,www.morvets.org,9/19/2012 15:14,,,"$2,802.54 "
80003,Minn PACE,Political Fund,St Paul,MN,55104,naswmn.org,10/29/1990,,"$2,644.02 ",$257.47 
40562,Minn Physical Therapy PAC,Political Committee,St Paul,MN,55114,,5/5/1982,,"$8,637.52 ","$1,833.76 "
30599,Minn Pipe Trades Assn PAC Fund,Political Fund,Duluth,MN,55811,www.mnpipetrades.com,1/5/2006,,$406.93 ,"$1,132.12 "
30135,Minn Podiatry PAC,Political Fund,Roseville,MN,55113-1883,,6/19/1978,7/12/2012,"$1,506.26 ",$42.86 
30288,Minn Police & Peace Officers Assoc Leg Fund,Political Fund,St Paul,MN,55130-4039,,1/8/1978,,"$35,234.46 ","$63,836.44 "
40789,Minn Power PAC,Political Committee,Duluth,MN,55812,,7/8/1998,,"$19,684.90 ","$26,447.98 "
70044,Minn PRO PAC,Political Committee,Princeton,MN,55371,,11/29/2006,,$79.05 ,"$17,010.62 "
30098,Minn Professional Fire Fighters PAC,Political Fund,St Louis Park,MN,55426-1338,,8/19/1974,,"$1,123.69 ","$16,421.84 "
70006,Minn Realtors Political Action Committee,Political Committee,Edina,MN,55436,www.mnrealtor.com,10/8/1974,,"$253,503.69 ","$285,252.74 "
30591,Minn Seasonal Recreational Property Owners PAC,Political Fund,Mendota,MN,55150,,12/16/2004,,"$3,829.37 ","$3,291.42 "
70030,Minn Service Cooperatives PAC,Political Committee,St Cloud,MN,56301,,12/2/2003,,$117.19 ,$486.03 
40123,Minn Service Station Assoc,Political Committee,Little Canada,MN,55117,,4/28/1978,,"$4,806.75 ","$5,703.12 "
41060,Minn Solutions,Political Committee,Bloomington,MN,55438,,7/27/2011 14:17,,,$991.55 
70022,Minn Soybean PAC,Political Committee,Mankato,MN,56001,,9/29/2000,,"$3,196.39 ",$938.56 
30060,Minn State Council of UNITE HERE Unions,Political Fund,Minneapolis,MN,55414,,10/8/1974,,"$4,254.55 ",$254.55 
30115,Minn State MNPL,Political Fund,Vadnais Heights,MN,55127,,9/7/1976,,"$4,037.66 ",$749.51 
30002,Minn State Patrol Troopers Assoc,Political Fund,Brooklyn Park,MN,55445,,2/10/1977,,"$16,191.34 ","$6,519.98 "
40919,Minn Thoroughbred Assn PAC Fund,Political Committee,Shakopee,MN,55379,,2/24/2004,,"$3,065.00 ","$3,800.00 "
40756,Minn TruckPAC (fka Minn Trucking Assn State PAC),Political Committee,Roseville,MN,55113,,7/15/1996,,"$1,391.24 ",$236.51 
40494,Minn Wheat Political Action Committee,Political Committee,Red Lake Falls,MN,56750,,12/7/1987,,"$14,076.08 ","$2,135.02 "
40041,Minn Women's Political Caucus/PAC,Political Committee,St Paul,MN,55103,,1/1/1990,,$368.23 ,$81.21 
41072,Minn Young DFL,Political Committee,St Paul,MN,55107,www.minnesotayoungdfl.org,1/3/2012 12:24,,,$323.20 
30012,Minneapolis Bldg & Construct Trades Council,Political Fund,Minneapolis,MN,55414,,7/16/1974,,($1.70),"$1,259.65 "
41084,Minneapolis Democrats for Truth,Political Committee,Minneapolis,MN,55404,,8/7/2012 9:48,10/30/2012,,$18.74 
70017,Minneapolis Downtown Council PAC,Political Committee,Minneapolis,MN,55402,,1/29/1999,,"$9,192.98 ","$6,643.00 "
40254,Minneapolis Fire Department Pensioners PCF,Political Committee,Minneapolis,MN,55413-1830,,1/29/1982,12/31/2011,"$3,190.20 ",
30031,Minneapolis Firefighters Fraternal Assn (fka Relief Assn Pol Fund),Political Fund,Fridley,MN,55432,,8/19/1974,,"$5,437.65 ",$576.13 
30007,Minneapolis Municipal Retirement Assoc,Political Fund,Minneapolis,MN,55414-1053,,11/30/1978,,$92.60 ,$999.01 
80029,Minneapolis Police Fraternal Association,Political Fund,St Paul,MN,55101,,12/23/2011 13:59,,,"$10,191.85 "
30128,Minneapolis Police Relief Assoc,Political Fund,Minneapolis,MN,55413,,5/9/1977,12/31/2011,"$18,653.67 ",
70045,Minneapolis Regional Chamber of Commerce PAC,Political Committee,Minneapolis,MN,55402-3223,,6/7/2007,12/20/2010,$0.00 ,
30011,Minneapolis Regional Labor Federation,Political Fund,Minneapolis,MN,55414,,7/3/1974,,"$7,995.88 ","$22,779.52 "
30123,Minneapolis Retired Police Assoc Political Fund,Political Fund,Minneapolis,MN,55403,,9/7/1976,6/19/2012,"$2,361.17 ",$0.00 
30632,Minnesota - America Votes,Independent Expenditure,Washington,DC,20036,,9/20/2010 11:30,,,$0.00 
41051,Minnesota Future LLC,Independent Expenditure,St Paul,MN,55128,,10/21/2010 8:16,1/31/2011,,
30650,Minnesota Momentum,Independent Expenditure,Eden Prairie,MN,55344,www.minnesotamomentum.com,8/14/2012 13:56,,,$0.00 
41087,Minnesota PAC,Political Committee,St Paul,MN,55011,www.minnesotapac.com,9/7/2012 15:15,,,"$3,817.77 "
40995,Minnesotans for Limited Government,Political Committee,St Paul,MN,55119,,4/7/2008,,,$236.16 
40875,Minnesotans for Lower Taxes,Political Committee,St Paul,MN,55104,,2/25/2002,12/31/2012,"$2,062.10 ",$8.10 
41034,Minnesotans for Personal Choice & Competition in Health Care,Independent Expenditure,St Paul,MN,55106,myminesotahealthcare.com,6/18/2010 15:12,12/31/2011,,
70051,Minnesotans for Racino PAC,Political Committee,Mound,MN,55364,,6/21/2010 12:21,6/15/2012,,$29.46 
40989,Minnesota's Future,Independent Expenditure,St Paul,MN,55101,,11/27/2007,,$0.00 ,"$13,036.55 "
80017,MMGMA PAC,Political Fund,Minneapolis,MN,55401,,12/15/2004,,"$1,153.96 ",$606.96 
70016,MN Corn State PAC (fka MN Corn),Political Committee,Shakopee,MN,55379,,1/14/1999,,"$8,868.50 ","$8,374.00 "
41035,MN FORWARD,Independent Expenditure,Minneapolis,MN,55402,,6/29/2010 16:09,,,"$114,129.87 "
70050,MN HomeCare PAC,Political Committee,St Paul,MN,55113,,5/27/2010 15:06,,,"$5,758.33 "
30195,MN Retailers IMPACT (fka Mn Retail Pol Advocacy Fd),Political Fund,St Paul,MN,55101,,6/24/1976,,"$5,982.72 ","$12,181.72 "
30608,MN State Bldg & Construction Trades Cncl Pol Fund,Political Fund,St Paul,MN,55102,,7/24/2006,,$100.00 ,"$2,795.67 "
80010,MN Utility Investors Pol Action Fund,Political Fund,St Paul,MN,55101,,8/1/2001,,"$3,090.00 ","$3,345.00 "
40940,MOHPA PAC,Political Committee,St Paul,MN,55114,,7/28/2005,,"$20,530.23 ","$3,132.34 "
40907,Motorcycle PAC of Minn,Political Committee,Chanhassen,MN,55317,,5/2/2003,,"$5,499.68 ","$13,434.16 "
41040,MPA Political Action Committee,Political Committee,Minneapolis,MN,55416,www.psych.org,7/26/2010 15:57,,,$615.88 
80022,MPS PAC,Political Fund,St Paul,MN,55110,mnpsychsoc.org/pac.html,7/25/2003,,"$8,633.15 ","$4,814.94 "
80002,MSA-PAC,Political Fund,Minneapolis,MN,55401,,9/21/1988,,"$3,941.47 ",$692.25 
30324,MSCA-PAC,Political Fund,St Paul,MN,55101,,8/21/1990,,"$2,605.26 ","$3,075.26 "
30108,MTA PAC (fka SITCO PAC),Political Fund,Roseville,MN,55113,,8/3/1976,,"$19,253.10 ","$43,001.25 "
80007,MUCA PAC (Minn Utility Contractors Assn),Political Fund,Woodbury,MN,55125,,2/18/2000,12/29/2011,"$3,930.32 ",
30124,Multi Housing Political Action Committee,Political Fund,Bloomington,MN,55431,,9/13/1976,,"$45,777.20 ","$56,790.92 "
80006,MWL Voter Outreach Political Fund,Political Fund,Minneapolis,MN,55402,,10/8/1998,12/31/2010,"$4,698.18 ",
30557,NAIOP Economic Growth Fund,Political Fund,Minneapolis,MN,55416,,8/13/1998,,"$3,472.98 ","$4,646.11 "
30552,NARAL Pro-Choice Minn Election Fund,Political Fund,St Paul,MN,55114,www.ProChoiceMinnesota.org,11/22/1995 13:38,,"$7,207.03 ",$531.03 
30638,NARAL Pro-Choice Minnesota,Independent Expenditure,St Paul,MN,55114,www.ProChoiceMinnesota.org,10/21/2010 9:11,,,$259.37 
30656,National Assn of Realtors Fund,Independent Expenditure,Chicago,IL,60611,,10/30/2012 13:00,,,$0.00 
41080,New Americans,Political Committee,Minneapolis,MN,55454,newamericanspac.org,7/13/2012 13:47,,,$383.83 
30659,Next Minnesota Inc,Political Fund,Plymouth,MN,55447,www.nextminnesota.org,11/8/2012 16:37,,,$28.53 
40741,NFIB/MN Save Americas Free Enterprise Trust,Political Committee,Washington,DC,20004,,8/16/1996 10:05,,"$1,665.14 ",
30561,North Central States Carpenters PAC,Political Fund,St Paul,MN,55130,,5/3/2000,,"$8,435.08 ","$31,037.32 "
41081,North Star Project,Political Committee,Alexandria,MN,56308,www.mnnorthstarproject.com,7/24/2012 14:23,,,$204.51 
41023,North Star SFAA-PAC,Political Committee,Edina,MN,55742,,1/14/2010 9:31,,,"$54,633.80 "
40994,Northeast ALC PAC,Political Fund,Duluth,MN,55812,www.nealc.org,2/5/2008,,,"$38,893.96 "
40069,Northwest Petroleum NPPAC,Political Committee,St Paul,MN,55126-3047,,4/4/1977,,"$12,062.97 ","$30,299.02 "
70035,NRA Political Victory Fund,Political Committee,Fairfax,VA,22030,,5/15/1990,,"$2,591.01 ","$2,571.52 "
40894,Ottertail Power PAC,Political Committee,Fergus Falls,MN,56538-0944,,9/20/2002,,"$4,164.87 ","$4,080.47 "
70033,OutFront Minnesota Action,Political Committee,Minneapolis,MN,55409-1337,www.outfrontaction.org,8/30/2004,,"$3,671.00 ",$742.22 
30633,OutFront MN Action Independent Expenditure Fund,Independent Expenditure,Minneapolis,MN,55409-1337,,9/23/2010 9:56,,,$0.00 
40507,Painters Union Local No 61 Political Action,Political Fund,Little Canada,MN,55117,,3/31/1987,,"$11,919.22 ","$19,617.22 "
40246,PAL 9 Natl Assoc of Letter Carriers,Political Committee,Coon Rapids,MN,55448-2316,,3/19/1976,,"$11,317.66 ","$8,109.98 "
40276,Paper Allied-Ind Chem & Energy Workers Intl Union,Political Committee,St. Paul,MN,55106,,9/8/1977,3/22/2007,"$4,734.25 ",
41036,Pass the Minnesota Health Plan,Political Committee,Minneapolis,MN,55408,www.passmhp.org,7/2/2010 15:19,,,$735.80 
41011,Patriot PAC,Political Committee,St Paul,MN,55102,www.uspatriotpac.com,1/2/2009 14:23,,,$892.77 
70049,PCI Minnesota Political Action Committee,Political Committee,Chicago,IL,60631-3512,,5/14/2010 16:08,,,$293.59 
30268,People in Construction Political Action Comm,Political Fund,Apple Valley,MN,55124,,12/13/1985,,$868.60 ,"$14,278.13 "
40980,People United For Freedom,Political Committee,Eagan,MN,55121,,3/1/2007,12/31/2010,$0.00 ,
40016,PharmPAC,Political Committee,St Paul,MN,55114,,7/9/1974,,"$9,745.92 ","$1,969.09 "
30610,Pile Drivers PAC Fund,Political Fund,St Paul,MN,55130,,8/4/2006,,$326.05 ,"$1,885.32 "
40821,Pine Bend PAC,Political Committee,Burnsville,MN,55337,,7/29/1999,,"$17,671.28 ","$13,159.82 "
30239,Pipe Fitters Local 539,Political Fund,Minneapolis,MN,55414,,5/23/1984,,"$1,708.35 ","$8,507.24 "
30628,"Planned Parenthood Minnesota, North Dakota, South Dakota Action Fund",Independent Expenditure,St Paul,MN,55114,plannedparenthoodadvocate.com,8/5/2010 8:24,,,$0.00 
80012,Planned Parenthood of Minn Pol Action Fund,Political Fund,St Paul,MN,55114,,7/16/2002,,"$3,458.19 ","$10,552.25 "
30571,Plumbers & Pipefitters Local #589 Pol Action Comm,Political Fund,Virginia,MN,55792-3496,,11/20/2001,,"$4,475.96 ",$966.72 
30577,Plumbers & Steamfitters Local 11 PAC Fund,Political Fund,Duluth,MN,55811,,8/29/2002,,"$2,192.86 ","$1,655.68 "
30033,Plumbers Local Union #15 COPE Account,Political Fund,Minneapolis,MN,55404,,9/5/1974,,$730.54 ,$136.54 
30574,Police Officers Alliance of MN Pol Action Fund,Political Fund,Minneapolis,MN,55418,,4/4/2002,,"$6,884.31 ","$4,444.57 "
30085,Police Officers Fed of Mpls Contingency Fund,Political Fund,Minneapolis,MN,55418,mpdfederation.com,10/31/1974,,"$26,255.32 ","$4,339.13 "
30555,Prairie Island Indian Community PAC,Political Fund,Welch,MN,55089,,10/30/1996 8:42,,"$8,462.29 ","$2,875.29 "
30176,Principals Action League,Political Fund,St Paul,MN,55108-2131,,6/23/1981,,"$2,195.76 ","$2,952.12 "
80014,Printing Industries Political Action Committee,Political Fund,Roseville,MN,55113,,6/1/2004,,"$1,489.95 ",$385.68 
40971,Private Citizens for Hutchinson,Political Committee,Minnetonka,MN,55343,,11/16/2006,12/31/2006,$0.00 ,
41047,Pro Jobs Majority,Independent Expenditure,St Paul,MN,55101,,9/23/2010 8:48,,,"$14,676.50 "
40927,Progressive Action Duluth,Political Committee,Duluth,MN,55803,,4/16/2004,12/31/2010,$564.36 ,
41092,Progressive Kick IE,Independent Expenditure,Oakland,CA,94612,www.progressivekick.org,9/27/2012 12:39,,,"$46,481.31 "
40981,Progressive Majority Minnesota,Political Committee,Washington,DC,20006,,4/10/2007,,$0.00 ,$43.42 
40975,PROGRESSPPAC,Political Committee,St Paul,MN,55106-0012,,12/29/2006,,$100.00 ,"$2,234.96 "
80027,Project 515 PAC,Political Fund,Minneapolis,MN,55414,,7/23/2010 16:26,,,$824.84 
40275,Public Emp Pension Serv Assn (PEPSA) Pol Fund,Political Fund,Inver Grove Heights,MN,55076,pepsa.org,9/13/1974,,"$6,321.48 ","$1,558.05 "
30654,Public Safety Matters Campaign,Independent Expenditure,St Paul,MN,55130,,10/1/2012 11:03,,,"$1,231.22 "
40933,Putting Minnesota First,Independent Expenditure,St Paul,MN,55114,,9/27/2004,,"$3,623.00 ","$10,164.00 "
40990,Real Republican Majority-Minn,Political Committee,Wayzata,MN,55391-0717,,12/3/2007,12/31/2009,$0.00 ,
70025,Red Wing Area Business Leadership Council,Political Committee,Red Wing,MN,55066,,7/11/2002,11/22/2005,,
41012,Republican Liberty Caucus of Minn,Political Committee,St Paul,MN,55114,rlcmn.org,4/16/2009 9:15,,,$453.58 
41013,Republican Metropolitan Committee,Political Committee,Minneapolis,MN,55402,,4/27/2009 8:38,,,$790.91 
41032,Resource Party,Political Committee,Hopkins,MN,55305-4419,,6/9/2010 10:33,5/7/2012,,$0.00 
30151,Retired Peoples Political Action Fund,Political Fund,Excelsior,MN,55331,info@mrsea.org,1/10/1980,,"$15,938.00 ","$4,021.81 "
30568,Rice Michels & Walther LLP Political Fund,Political Fund,Minneapolis,MN,55413,,7/24/2001,,$750.32 ,$241.38 
30258,RKM&C Fund,Political Fund,Minneapolis,MN,55402-2015,,3/3/1978,,"$4,088.20 ","$11,936.02 "
40098,Road PAC of Minn,Political Committee,Apple Valley,MN,55124,,8/4/1976,,$197.73 ,"$11,257.92 "
30032,Robbinsdale Federation of Teachers COPE Fund,Political Fund,Crystal,MN,55427,,9/9/1974,,"$1,039.79 ",$986.00 
40979,Rochester Citizens Coalition,Political Committee,Rochester,MN,55902,,3/2/2007,12/31/2012,"$3,632.78 ",$0.00 
40238,Rural Electric Political Action Comm,Political Committee,Maple Grove,MN,55369,,6/17/1981,,"$7,925.12 ","$6,273.92 "
40872,Rural Minn Preservation,Political Committee,St Paul,MN,55106-1119,,1/29/2002,,"$4,160.10 ",$379.35 
41041,RYPAC,Political Committee,Minneapolis,MN,55424,,8/3/2010 14:07,10/25/2010,,
41097,RYPAC,Political Committee,Minneapolis,MN,55424,,12/17/2012 10:12,,,"$2,300.00 "
30192,Saint Paul Teachers Pension PAC,Political Fund,St Paul,MN,55104,,6/4/1979,,$136.05 ,"$4,777.00 "
30341,School Lunch Bunch,Political Fund,Brooklyn Park,MN,55445,,1/14/1992,,"$2,478.76 ","$2,039.00 "
40984,SD 19 DFL Food Booth,Political Committee,Howard Lake,MN,55349,,6/28/2007,12/30/2009,$0.00 ,
70042,Secretary of State Project - Minnesota,Political Committee,San Francisco,CA,94110,,11/1/2006,10/24/2008,$0.00 ,
30579,SEH Employees Minn Committee,Political Fund,White Bear Twnp,MN,55110,,1/21/2003,,$320.86 ,"$2,410.37 "
30093,SEIU Healthcare Minn (fka SEIU Local 113),Political Fund,St Paul,MN,55102,,1/1/1990,,"$8,950.56 ","$3,712.16 "
30602,SEIU Local 26 Political Fund,Political Fund,Minneapolis,MN,55414,,4/5/2006,,"$1,857.77 ","$18,190.07 "
30037,SEIU Minn State Council Political Fund,Political Fund,St Paul,MN,55114,,9/5/1974,,"$13,995.89 ","$75,812.52 "
40967,Senate District 30 Fund,Political Committee,Rochester,MN,55902,,9/22/2006,12/31/2009,$450.22 ,
70032,Sensible Gun Laws,Political Committee,Minneapolis,MN,55408,,8/11/2004,,$432.54 ,$0.00 
30607,Service Employees Local 63,Political Fund,Minneapolis,MN,55413,,7/7/2006,12/31/2011,$0.00 ,$0.00 
40550,Shakopee Mdewakanton Sioux,Political Committee,Prior Lake,MN,55372,,2/23/1989,,"$113,803.75 ","$17,642.74 "
30588,Sheet Metal Workers PAC 10,Political Fund,Maplewood,MN,55109,,9/14/2004,,"$5,593.11 ","$2,276.44 "
80020,Sierra Club Political Committee,Political Fund,Minneapolis,MN,55406,,7/2/1982,,"$2,687.86 ","$2,095.44 "
41085,Small Business Minnesota Political Action Committee,Political Committee,Long Lake,MN,55356,,8/16/2012 15:06,,,$434.85 
70052,SMART PAC,Political Committee,St Paul,MN,55117,,9/27/2010 15:42,,,"$8,751.00 "
30560,So Dakota Cty Labor Council COPE Fund,Political Fund,Apple Valley,MN,55124,,4/7/1999,8/26/2008,"$1,171.24 ",
30120,SOF-PAC,Political Fund,Eagan,MN,55122,,8/4/1976,,"$1,161.01 ","$1,700.36 "
30637,Somali Action Alliance Political Fund,Independent Expenditure,Minneapolis,MN,55406,,10/20/2010 14:16,7/11/2012,,$0.00 
30221,Southern Minn Beet Sugar Cooperative PAC,Political Fund,Renville,MN,56284,,3/28/1983,,"$9,404.60 ","$5,659.60 "
41038,Southern Minnesota Conservative Alliance,Political Committee,Plainview,MN,55964,,7/13/2010 8:28,12/31/2011,,
41078,Spec Corp for Ethics and Justice in America,Independent Expenditure,Woodbury,MN,55125,ethicsjusticeamerica.wordpress.com,6/29/2012 15:09,10/19/2012,,$14.60 
40958,Sportsmen for Change,Political Committee,Bloomington,MN,55431,,6/30/2006,7/13/2010,$759.98 ,
30234,Sprinkler Fitters Local Union No 417,Political Fund,Minneapolis,MN,55413,,4/9/1984,,"$5,892.69 ","$1,064.03 "
30255,St Croix Valley Central Labor Union,Political Fund,St Paul,MN,55102,,11/14/1984,12/31/2007,"$2,758.49 ",
30556,St Paul Area Chamber of Commerce PAC,Political Fund,St Paul,MN,55101,,8/13/1997,,"$2,010.87 ","$7,702.84 "
30154,St Paul Firefighters Local 21 Political Action Committee,Political Fund,St Paul,MN,55102,,3/25/1980,,"$11,433.49 ","$30,237.82 "
30325,St Paul Pipefitters Local 455 PAC,Political Fund,St Paul,MN,55114,,8/21/1990,,"$3,446.41 ","$17,364.75 "
30603,St Paul Police Federation Political Awareness Fund,Political Fund,St Paul,MN,55130-4039,spfpaf.com,4/13/2006,,"$4,821.01 ","$89,077.69 "
40790,St Paul Regional Labor Federation AFL-CIO (fka St Pl Trds & Lbr Asmbly PAC),Political Fund,St Paul,MN,55102,,7/8/1998,,"$26,715.67 ","$47,674.73 "
41049,State Fund for Economic Growth LLC,Independent Expenditure,Wayzata,MN,55391,,8/16/2010,,,$50.00 
40634,Stonewall DFL (The),Political Committee,St Paul,MN,55107-1623,www.stonewalldfl.org,2/4/1991,,"$2,618.00 ","$1,692.52 "
41055,Stop Zebra Mussel Association,Political Committee,Spicer,MN,56288,None,2/28/2011 12:27,5/1/2012,,$0.50 
30550,Suburban School Emp Local 284 Pol Act Fund,Political Fund,South St Paul,MN,55075,,10/31/1994 15:14,,$734.13 ,"$21,205.99 "
70026,Take Action PAC,Political Committee,St Paul,MN,55114,,8/6/2002,,"$9,973.01 ","$21,354.00 "
30636,TakeAction Political Fund,Independent Expenditure,St Paul,MN,55114,,10/14/2010 16:10,,,$73.41 
40794,Taxpayers League MN Victory Fund,Political Committee,St Paul,MN,55104,,8/13/1998,,$594.85 ,$717.85 
30622,TCO Political Action Committee,Political Fund,St Louis Park,MN,55426,,12/5/2008,,,$50.00 
80023,Teamsters Local 120 DRIVE,Political Fund,Blaine,MN,55434,,12/4/2006,,$0.00 ,"$5,618.70 "
30641,TEMPO Political Fund,Political Fund,Minneapolis,MN,55419,,8/17/2011 13:28,,,$133.06 
40987,Tenth Judicial District Evaluation Committee,Political Committee,Woodbury,MN,55125,,10/31/2007,,$0.00 ,$281.95 
30225,TRIAL-PAC,Political Fund,Minneapolis,MN,55402,,10/25/1979,,"$3,065.26 ","$10,597.59 "
40963,TRUTH PAC,Political Committee,Minneapolis,MN,55419,,8/25/2006,12/31/2007,$1.11 ,
41048,Twin Cities Jewish Community PAC,Political Committee,Minnetonka,MN,55305,,9/27/2010 12:08,12/31/2012,,$14.90 
40810,Twin Cities Republican Assn,Political Committee,Victoria,MN,55386-9701,TwinCitiesRepublicans.com,10/23/1998,,"$1,586.30 ","$1,247.33 "
70013,TwinWest Chamber of Commerce PAC,Political Committee,Plymouth,MN,55441-8709,www.twinwestpac.com,8/8/1990,,$885.46 ,"$1,357.52 "
30083,U A Plumbers Local #34 Political Fund,Political Fund,St Paul,MN,55102-1069,,10/31/1974,,"$2,726.56 ","$11,854.62 "
40245,U of M Faculty Candidate Support Committee,Political Committee,Minneapolis,MN,55414,,11/20/1981,12/27/2009,$327.58 ,
30035,UAW Minn State CAP Council Political Fd,Political Fund,St Paul,MN,55114,,9/5/1974,,"$5,489.48 ","$19,580.24 "
41001,UFCW Active Ballot Club,Political Committee,Washington,DC,20006-1598,,6/30/2008,,,$0.00 
30649,Unidos Votamos - United We Vote,Political Fund,St Paul,MN,55165,,8/7/2012 9:42,,,"$4,784.49 "
30606,UNITE HERE TIP State and Local Fund-MN,Political Fund,New York,NY,10001,,6/30/2006,,"$1,248,643.79 ","$776,737.04 "
30174,United Food & Commerical Workers Council 6,Political Fund,Schaumburg,IL,60173-2412,,4/30/1981,,"$5,510.10 ","$21,752.48 "
40745,United Steelworkers District 11 Non-Federal Acct,Political Fund,Minneapolis,MN,55414,,2/26/1996 11:03,,"$1,400.00 ",$494.00 
40961,USW Local 264 PAC,Political Committee,St Paul,MN,55102-1032,,8/2/2006,,$382.57 ,$759.97 
30041,USW LU 1938 PAC,Political Fund,Virginia,MN,55792,,9/12/1974,7/30/2009,$636.22 ,
30019,UTU PAC-MN,Political Fund,St Paul,MN,55102,,8/19/1974,,"$2,831.07 ","$1,021.02 "
80005,VET-PAC of Minn,Political Fund,South St Paul,MN,55075,,11/7/1984,,"$19,163.60 ","$4,980.80 "
41021,VOICES of Conservative Women State PAC (VOICESPAC),Political Committee,Maple Grove,MN,55311,www.voicesofconservativewomen.org,11/30/2009 14:33,,,"$7,661.79 "
40761,Volunteer Fire Fighter Political Committee,Political Committee,Spring Lake Park,MN,55432,,9/5/1996 8:32,,"$1,598.30 ",$874.30 
30191,VOTE - 66,Political Fund,Duluth,MN,55802,,7/27/1982,,"$19,576.83 ","$27,457.67 "
