ComID,Committee,ComShort,cat1,cat2,totspend,totspendout,IE,givingtot,topac,todem,torep,toballot,receivedtot,frompac,fromdem,fromrep,fromother,ComID,Committee,stype,CommCity,CommState,CommZip,CommWeb,RegistrationDate,TerminationDate,begincash2007,endcash2012,ComID,Committee,cat1,cat2,totspend,gave to pacs,received from pacs
30594,Boilermakers 647 Political Action Fund,Boilermakers 647,pac,labor,212587.5,201587.5,,212587.5,11000.0,200837.5,,750.0,53535.0,,,,53535.0,30594,Boilermakers 647 Political Action Fund,Political Fund,Ramsey,MN,55303,,5/17/2005,,"$47,602.00 ","$28,625.12 ",30594,Boilermakers 647 Political Action Fund,pac,labor,"$212,587.50",False,True
30563,Bois Forte Political Education Fund,Bois Forte,pac,indian,65100,63100.0,,65100.0,2000.0,56100.0,7000.0,,56800.0,,,,56800.0,30563,Bois Forte Political Education Fund,Political Fund,Nett Lake,MN,55772,,12/13/2000,,"($1,340.41)",$918.10 ,30563,Bois Forte Political Education Fund,pac,indian,"$65,100.00",False,True
40542,Brotherhood of Locomotive Engineers & Trainmen,,pac,labor,19850,19850.0,,19850.0,,19650.0,,,8005.0,,,,8005.0,40542,Brotherhood of Locomotive Engineers & Trainmen,Political Committee,Cleveland,OH,44113,,10/7/1988,,"$5,250.61 ","$5,396.61 ",40542,Brotherhood of Locomotive Engineers & Trainmen,pac,labor,"$19,850.00",False,False
30617,Building Trades C1 PAC Fund,Building Trades C1,pac,labor,29050,28600.0,,29050.0,450.0,26800.0,1800.0,,28350.0,2300.0,,,26050.0,30617,Building Trades C1 PAC Fund,Political Fund,St Paul,MN,55102,,10/18/2007,,"$5,273.29 ","$1,431.33 ",30617,Building Trades C1 PAC Fund,pac,labor,"$29,050.00",True,True
40038,"CAR, Committee of Automotive Retailers",CAR,pac,biz,266105.29,235750.0,,266105.3,30355.3,126400.0,108350.0,,272906.0,,,,272906.0,40038,"CAR, Committee of Automotive Retailers",Political Committee,St Paul,MN,55118-3505,,7/5/1974,,"$15,932.00 ","$24,164.90 ",40038,"CAR, Committee of Automotive Retailers",pac,biz,"$266,105.29",False,True
30138,CARE / PAC,CARE/PAC,pac,biz,107525,107525.0,,107525.0,,53575.0,53950.0,,54570.7,,,,54570.7,30138,CARE / PAC,Political Fund,Bloomington,MN,55425,,8/31/1978,,"$33,572.00 ","$10,183.72 ",30138,CARE / PAC,pac,biz,"$107,525.00",False,False
30583,Carpenters Local #606 PAC,,pac,labor,13100,13100.0,,13100.0,,13100.0,,,,,,,,30583,Carpenters Local #606 PAC,Political Fund,Grand Rapids,MN,55744,,2/3/2004,,"$3,226.00 ","$7,211.30 ",30583,Carpenters Local #606 PAC,pac,labor,"$13,100.00",False,False
40782,Carpenters Local 1644 PAC,Carpenters Local 1644,pac,labor,21095.56,17950.0,,21095.6,3145.6,17700.0,,,13336.0,250.0,,,13086.0,40782,Carpenters Local 1644 PAC,Political Committee,Minneapolis,MN,55406,,1/26/1998,11/16/2011,"$3,047.51 ",,40782,Carpenters Local 1644 PAC,pac,labor,"$21,095.56",True,True
30642,Carpenters Local 322,,pac,labor,11880,11880.0,,11880.0,,11880.0,,,19046.5,,130.0,250.0,18666.5,30642,Carpenters Local 322,Political Fund,St Paul,MN,55130,local322.net,10/28/2011 9:16,,,"$2,604.05 ",30642,Carpenters Local 322,pac,labor,"$11,880.00",False,False
30592,Carpenters Local Union 361 Pol Fund,Carpenters Local 361,pac,labor,11490,11490.0,,11490.0,,10990.0,,,8500.0,500.0,,,8000.0,30592,Carpenters Local Union 361 Pol Fund,Political Fund,Hermantown,MN,55811,,1/4/2005,,"$1,084.12 ",$969.12 ,30592,Carpenters Local Union 361 Pol Fund,pac,labor,"$11,490.00",True,False
30581,CHG PAC,CHG PAC,pac,,21100,21100.0,,21100.0,,7600.0,13500.0,,20900.0,,,,20900.0,30581,CHG PAC,Political Fund,Maple Grove,MN,55311,,5/28/2003,10/12/2010,$385.01 ,,30581,CHG PAC,pac,biz,"$21,100.00",False,False
80018,Clean Water Action Voter Education Project,,pac,biz,29313.71,23313.7,23313.7,6000.0,6000.0,,,,20220.0,,,,20220.0,80018,Clean Water Action Voter Education Project,Political Fund,Minneapolis,MN,55414,,10/30/1984,,"$14,249.64 ",$380.12 ,80018,Clean Water Action Voter Education Project,pac,biz,"$29,313.71",False,True
30647,CMVC Fund (Conservation MN Voter Center),,pac,ie,27177.69,27177.7,27177.7,,,,,,40500.0,500.0,,,40000.0,30647,CMVC Fund (Conservation MN Voter Center),Independent Expenditure,Minneapolis,MN,55415,www.mnvotercenter.org,7/20/2012 16:27,,,"$3,541.31 ",30647,CMVC Fund (Conservation MN Voter Center),pac,issue,"$27,177.69",True,False
70007,Coalition of MN Businesses PAC,Coalition MN Businesses,pac,biz,888732.36,866890.8,866890.8,21841.5,21841.5,,,,905061.0,903500.0,,,1561.0,70007,Coalition of MN Businesses PAC,Political Committee,St Paul,MN,55101,,11/15/1994 9:36,,"$9,408.19 ","$9,182.18 ",70007,Coalition of MN Businesses PAC,pac,biz,"$888,732.36",True,True
40045,Committee of Thirteen Legislative Fund,,pac,labor,105430,105305.0,,105430.0,125.0,103205.0,2100.0,,,,,,,40045,Committee of Thirteen Legislative Fund,Political Committee,Oakdale,MN,55128,committeeof13.org,10/21/1974,,"$5,827.00 ","$6,265.00 ",40045,Committee of Thirteen Legislative Fund,pac,labor,"$105,430.00",False,True
41045,Committee to Stop Wasteful Spending,,pac,ie,31883.79,28820.9,28820.9,3062.9,3062.9,,,,32500.0,10000.0,,,22500.0,41045,Committee to Stop Wasteful Spending,Independent Expenditure,St Paul,MN,55101,,8/25/2010 11:29,12/31/2011,,,41045,Committee to Stop Wasteful Spending,pac,,"$31,883.79",True,True
80008,Conservation Minnesota Voter Fund,Conservation MN,pac,,179496.9,179496.9,138850.8,40646.1,,30310.0,3950.0,6386.1,444217.0,,,,444217.0,80008,Conservation Minnesota Voter Fund,Political Fund,Minneapolis,MN,55415,,8/24/2000,,"$9,609.22 ","$5,776.76 ",80008,Conservation Minnesota Voter Fund,pac,issue,"$179,496.90",False,False
30312,Council 65 Political Action Committee,,pac,labor,19430,19430.0,,19430.0,,19430.0,,,11742.6,,,,11742.6,30312,Council 65 Political Action Committee,Political Fund,Nashwauk,MN,55769,,4/13/1990,,"$5,356.58 ",$54.57 ,30312,Council 65 Political Action Committee,pac,labor,"$19,430.00",False,False
41083,Count Them All Properly,,pac,,27000,27000.0,,27000.0,,,27000.0,,31010.0,,,,31010.0,41083,Count Them All Properly,Political Committee,St Paul,MN,55102,,2/8/2011 9:27,9/19/2012,,$0.00 ,41083,Count Them All Properly,pac,prorpm,"$27,000.00",False,False
30224,CUVOL,CUVOL,pac,,79670,78920.0,,79670.0,750.0,41420.0,37500.0,,26792.2,,,,26792.2,30224,CUVOL,Political Fund,St Paul,MN,55102,,2/28/1975,,"$1,552.69 ","$15,512.94 ",30224,CUVOL,pac,biz,"$79,670.00",False,True
80021,CWA COPE PCC,CWA COPE,pac,labor,85100,39000.0,,85100.0,46100.0,39000.0,,,148980.5,,,,148980.5,80021,CWA COPE PCC,Political Fund,Washington,DC,20001,,8/22/2006,,"$29,400.47 ","$315,208.98 ",80021,CWA COPE PCC,pac,labor,"$85,100.00",False,True
40491,D&T Better Government Committee,D&T Better Gov,pac,,17177.84,0.0,,17177.8,17177.8,,,,11175.0,,,,11175.0,40491,D&T Better Government Committee,Political Committee,Minneapolis,MN,55402-1538,,10/30/1987,8/8/2012,"$2,937.12 ",$0.00 ,40491,D&T Better Government Committee,pac,biz,"$17,177.84",False,True
30640,Dominium Political Fund,,pac,,12550,2550.0,,12550.0,10000.0,2550.0,,,24320.0,,,,24320.0,30640,Dominium Political Fund,Political Fund,Plymouth,MN,55441,,4/5/2011 14:24,,,"$6,270.00 ",30640,Dominium Political Fund,pac,,"$12,550.00",False,True
30116,Dorsey Political Fund,Dorsey,pac,lawyers,218203.65,204385.7,,218203.7,13818.0,104825.0,85952.8,,233821.0,,,,233821.0,30116,Dorsey Political Fund,Political Fund,Minneapolis,MN,55402-1498,,10/23/1974,,"$5,138.64 ","$6,278.51 ",30116,Dorsey Political Fund,pac,lawyers,"$218,203.65",False,True
40815,DRIVE- Democrat Republican Ind. Voter Edu.,DRIVE,pac,labor,1122688.6,162000.0,,1122688.6,960688.6,162000.0,,,261914.6,,,,261914.6,40815,DRIVE- Democrat Republican Ind. Voter Edu.,Political Committee,Washington,DC,20001,,11/13/1998,,"$64,125.41 ",$0.00 ,40815,DRIVE- Democrat Republican Ind. Voter Edu.,pac,labor,"$1,122,688.60",False,True
40915,Duluth Active & Retired Teachers Group,,pac,labor,10000,10000.0,,10000.0,,10000.0,,,240.0,,,,240.0,40915,Duluth Active & Retired Teachers Group,Political Committee,Duluth,MN,55811,,1/22/2004,,"$8,802.41 ",$0.00 ,40915,Duluth Active & Retired Teachers Group,pac,labor,"$10,000.00",False,False
30096,Duluth FirePAC,Duluth Fire,pac,labor,33677.5,33677.5,3397.5,30280.0,,30280.0,,,111447.0,900.0,,,110547.0,30096,Duluth FirePAC,Political Fund,Duluth,MN,55803,www.duluthfirepac.com,9/12/1977,,"$25,338.93 ","$39,737.00 ",30096,Duluth FirePAC,pac,labor,"$33,677.50",True,False
30626,East Central MN Area Labor Council COPE,,pac,labor,12788.6,12288.6,2388.6,10400.0,500.0,9400.0,,500.0,13342.3,,,,13342.3,30626,East Central MN Area Labor Council COPE,Political Fund,St Cloud,MN,56301,,4/23/2010 9:31,,,$553.65 ,30626,East Central MN Area Labor Council COPE,pac,labor,"$12,788.60",False,True
30609,East Metro ASC LLC PAC (fka Minn Ambulatory Surgery Center Assoc),,pac,,13000,13000.0,,13000.0,,4000.0,9000.0,,13993.7,,,,13993.7,30609,East Metro ASC LLC PAC (fka Minn Ambulatory Surgery Center Assoc),Political Fund,Lake Elmo,MN,55042,,8/9/2006,,"$1,822.18 ","$4,430.47 ",30609,East Metro ASC LLC PAC (fka Minn Ambulatory Surgery Center Assoc),pac,biz,"$13,000.00",False,False
41005,Edinans for Erhardt,Edinans for Erhardt,pac,,49961.94,39681.6,39681.6,10280.4,10280.4,,,,49500.0,44500.0,,,5000.0,41005,Edinans for Erhardt,Political Committee,Edina,MN,55424,,9/15/2008,12/31/2009,,,41005,Edinans for Erhardt,pac,candidate,"$49,961.94",True,True
30558,Education Minn PAC,Education Minnesota,pac,labor,3934330.44,3004475.4,1065266.2,2869064.2,929855.0,1782699.0,42325.0,114185.2,4769608.8,15130.0,,,4754478.9,30558,Education Minn PAC,Political Fund,St Paul,MN,55103,,9/15/1998,,"$1,200.00 ","$154,763.88 ",30558,Education Minn PAC,pac,labor,"$3,934,330.44",True,True
30103,Elementary Principals Action Committee,,pac,,28125,28125.0,,28125.0,,23875.0,4250.0,,,,,,,30103,Elementary Principals Action Committee,Political Fund,St Paul,MN,55108,,10/16/1975,,"$3,206.37 ","$10,883.61 ",30103,Elementary Principals Action Committee,pac,,"$28,125.00",False,False
40847,Emilys List - Minn,Emilys List MN,pac,,175788.42,167288.4,,175788.4,8500.0,167288.4,,,95025.1,,,,95025.1,40847,Emilys List - Minn,Political Committee,Washington,DC,20036,www.emilyslist.org,10/27/2000,,$961.14 ,,40847,Emilys List - Minn,pac,issue,"$175,788.42",False,True
30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),Faegre Baker Daniels,pac,lawyers,601637.5,573687.5,,601637.5,27950.0,311187.5,241500.0,,635907.9,,,,635907.9,30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),Political Fund,Minneapolis,MN,55402-3901,PAC@FaegreBD.com,10/6/1980,,"$6,651.82 ","$1,300.50 ",30163,Faegre Baker Daniels State-Reg Pol Fund (fka Faegre & Benson LLP),pac,lawyers,"$601,637.50",False,True
40991,FEAPAC - MINN,FEAPAC,pac,,63302.5,60302.5,,63302.5,3000.0,25550.0,33052.5,,76967.5,,,,76967.5,40991,FEAPAC - MINN,Political Committee,Shorewood,MN,55331,,12/7/2007,,$0.00 ,"$21,234.34 ",40991,FEAPAC - MINN,pac,biz,"$63,302.50",False,True
30619,Federal Express Minn State Fund,,pac,,16900,16400.0,,16900.0,500.0,300.0,16100.0,,2833.3,,,,2833.3,30619,Federal Express Minn State Fund,Political Fund,Memphis,TN,38120,,9/8/2008,,,,30619,Federal Express Minn State Fund,pac,biz,"$16,900.00",False,True
30016,Firefighters Assoc of Mpls Political Fund,Firefighters Mpls,pac,labor,17550,10550.0,,17550.0,7000.0,9550.0,1000.0,,73594.3,,,,73594.3,30016,Firefighters Assoc of Mpls Political Fund,Political Fund,Minneapolis,MN,55418,,7/7/1974,,"$5,541.44 ","$54,034.75 ",30016,Firefighters Assoc of Mpls Political Fund,pac,labor,"$17,550.00",False,True
30315,Fond du Lac Committee of Political Ed,Fond du Lac,pac,indian,106600,106600.0,,106600.0,,62650.0,43950.0,,99550.0,,,,99550.0,30315,Fond du Lac Committee of Political Ed,Political Fund,Cloquet,MN,55720,,9/21/1988,,"$5,950.00 ","$7,312.66 ",30315,Fond du Lac Committee of Political Ed,pac,indian,"$106,600.00",False,False
40019,Food PAC of Minn,Food PAC,pac,,64275,64025.0,,64275.0,250.0,19250.0,44775.0,,77500.0,,,,77500.0,40019,Food PAC of Minn,Political Committee,St Paul,MN,55102,,9/24/1974,,"$19,171.51 ","$47,765.51 ",40019,Food PAC of Minn,pac,biz,"$64,275.00",False,True
40742,Freedom Club State PAC,Freedom Club,pac,prorpm,2670407.37,2670407.4,1996367.4,674040.0,,,674040.0,,3196063.0,,,171463.0,3024600.0,40742,Freedom Club State PAC,Political Committee,Champlin,MN,55316,,11/2/1995 11:36,,"$1,564.29 ","$2,028.21 ",40742,Freedom Club State PAC,pac,prorpm,"$2,670,407.37",False,False
40295,Friends of DFL Women,Friends of DFL Women,pac,prodfl,80550,80050.0,,80550.0,500.0,80050.0,,,82020.0,47475.0,1020.0,,33525.0,40295,Friends of DFL Women,Political Committee,St Paul,MN,55104,,9/24/1982,,"$1,852.18 ","$6,345.04 ",40295,Friends of DFL Women,pac,prodfl,"$80,550.00",True,True
40935,Friends of Minn Nurse Anesthetists,,pac,,20450,20450.0,,20450.0,,11600.0,6850.0,,28418.0,,,,28418.0,40935,Friends of Minn Nurse Anesthetists,Political Committee,Minneapolis,MN,55416,www.mnana.org,12/29/2004,,"$4,367.69 ","$14,756.52 ",40935,Friends of Minn Nurse Anesthetists,pac,,"$20,450.00",False,False
30587,Goff Public PAC,Goff Public,pac,,50550,47550.0,,50550.0,3000.0,21550.0,26000.0,,55031.7,,,500.0,54531.7,30587,Goff Public PAC,Political Fund,St Paul,MN,55101,,8/16/2004,,"$1,583.18 ","$1,884.01 ",30587,Goff Public PAC,pac,biz,"$50,550.00",False,True
40970,Grand Portage PAC,Grand Portage,pac,,42650,42650.0,,42650.0,,41400.0,1250.0,,59055.0,,,,59055.0,40970,Grand Portage PAC,Political Committee,Grand Portage,MN,55605,www.grandportage.com,10/12/2006,,"$7,205.35 ","$22,760.35 ",40970,Grand Portage PAC,pac,indian,"$42,650.00",False,False
40725,Gray Plant Mooty Mooty & Bennett Independent PAC,Gray Plant,pac,lawyers,11400,11300.0,,11400.0,100.0,6800.0,2250.0,,22817.8,,,,22817.8,40725,Gray Plant Mooty Mooty & Bennett Independent PAC,Political Committee,Minneapolis,MN,55402,,10/19/1994 9:28,,$53.30 ,"$14,117.37 ",40725,Gray Plant Mooty Mooty & Bennett Independent PAC,pac,lawyers,"$11,400.00",False,True
40825,GREAT (Great River Energy Action Team-State),,pac,biz,60000,59500.0,,60000.0,500.0,37750.0,21750.0,,85645.5,,,,85645.5,40825,GREAT (Great River Energy Action Team-State),Political Committee,Wayzata,MN,55391,,12/30/1999,,"$7,252.56 ","$29,443.06 ",40825,GREAT (Great River Energy Action Team-State),pac,biz,"$60,000.00",False,True
30634,Greater Minnesota Votes,Greater MN Votes,pac,ie,45921.19,45921.2,45921.2,,,,,,48100.0,46000.0,,,2100.0,30634,Greater Minnesota Votes,Independent Expenditure,Minneapolis,MN,55408,,10/1/2010 10:00,12/31/2011,,,30634,Greater Minnesota Votes,pac,,"$45,921.19",True,False
30337,Health Partners Civic Affairs Council,,pac,,14025,13775.0,,14025.0,250.0,5650.0,8125.0,,13008.3,,,,13008.3,30337,Health Partners Civic Affairs Council,Political Fund,St Paul,MN,55105,,12/5/1990,,"$1,613.40 ","$1,478.76 ",30337,Health Partners Civic Affairs Council,pac,biz,"$14,025.00",False,True
30218,Hospitality Political Action Committee,Hospitality PAC,pac,,82662,59162.0,,82662.0,23500.0,15012.0,44150.0,,206690.0,,,,206690.0,30218,Hospitality Political Action Committee,Political Fund,St Paul,MN,55117-2031,,7/3/1974,,"$24,778.29 ","$4,257.49 ",30218,Hospitality Political Action Committee,pac,biz,"$82,662.00",False,True
30635,Housing First,Housing First,pac,ie,72756.41,55256.4,55256.4,17500.0,17500.0,,,,86906.6,,,,86906.6,30635,Housing First,Independent Expenditure,Roseville,MN,55113,www.batconline.org,10/8/2010 8:59,,,"$12,070.39 ",30635,Housing First,pac,issue,"$72,756.41",False,True
30631,HRC Equality Votes Minnesota,HRC Equality,pac,ie,130430.11,430.1,430.1,130000.0,130000.0,,,,131032.7,,,,131032.7,30631,HRC Equality Votes Minnesota,Independent Expenditure,Washington,DC,20036,www.hrc.org,9/10/2010 14:56,12/31/2010,,,30631,HRC Equality Votes Minnesota,pac,issue,"$130,430.11",False,True
70041,HRC Minnesota PAC,HRC Minnesota,pac,issue,41034.42,40011.9,,41034.4,1022.6,40011.9,,,35110.0,5250.0,,,29860.0,70041,HRC Minnesota PAC,Political Committee,Washington,DC,20036,,8/10/2006,10/22/2012,"$10,589.29 ",,70041,HRC Minnesota PAC,pac,issue,"$41,034.42",True,True
30331,IBEW - COPE,IBEW COPE,pac,labor,93500,93500.0,,93500.0,,88500.0,,5000.0,444584.9,158193.0,,,286391.9,30331,IBEW - COPE,Political Fund,Washington,DC,20001,,10/29/1990,,"$649,034.04 ","$2,082,993.64 ",30331,IBEW - COPE,pac,labor,"$93,500.00",True,False
30316,IBEW 110 PAC,IBEW 110 PAC,pac,labor,197183.72,113625.7,,197183.7,83558.0,111475.7,800.0,1350.0,,,,,,30316,IBEW 110 PAC,Political Fund,St Paul,MN,55106,,2/25/1990,,"$15,428.53 ","$18,042.68 ",30316,IBEW 110 PAC,pac,labor,"$197,183.72",False,True
40094,IBEW Local #31 Volunteer COPE Fund,IBEW Local #31,pac,labor,60595,13980.0,,60595.0,46615.0,13980.0,,,28909.1,,,,28909.1,40094,IBEW Local #31 Volunteer COPE Fund,Political Committee,Duluth,MN,55812,,9/28/1976,,"$11,798.06 ","$1,425.43 ",40094,IBEW Local #31 Volunteer COPE Fund,pac,labor,"$60,595.00",False,True
30119,IBEW Local 292 Political Education Fund,IBEW Local 292,pac,labor,477259.87,414159.9,1785.6,475474.3,63100.0,401874.3,500.0,10000.0,466208.4,,,,466208.4,30119,IBEW Local 292 Political Education Fund,Political Fund,Minneapolis,MN,55414,,7/16/1974,,$937.61 ,"$20,325.33 ",30119,IBEW Local 292 Political Education Fund,pac,labor,"$477,259.87",False,True
30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),IBEW Local 343,pac,labor,51710.88,7850.0,,51710.9,43860.9,7850.0,,,36850.0,,,,36850.0,30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),Political Fund,Rochester,MN,55904-8435,,4/17/1984,,$921.00 ,"$1,439.64 ",30236,IBEW Local 343 Political Education Fund (fka Electr Loc 343 IBEW Ed Fd),pac,labor,"$51,710.88",False,True
40404,IBEW Minn State Council PAC,IBEW,pac,labor,543906.39,280501.0,4176.0,539730.4,263405.4,276325.0,,,542125.0,,,,542125.0,40404,IBEW Minn State Council PAC,Political Committee,St Anthony Village,MN,55421-4352,,6/16/1980,,"$2,784.58 ","$3,161.48 ",40404,IBEW Minn State Council PAC,pac,labor,"$543,906.39",False,True
40056,IFAPAC Minn,IFAPAC,pac,,31750,31750.0,,31750.0,,9500.0,22250.0,,88489.9,,,,88489.9,40056,IFAPAC Minn,Political Committee,Minneapolis,MN,55422,,7/23/1974,,"$14,688.00 ","$4,856.52 ",40056,IFAPAC Minn,pac,,"$31,750.00",False,False
30308,IFO Political Action Committee Fund (Inter Faculty Organization),Inter Faculty Org,pac,,153160.72,150460.7,1270.7,151890.0,2700.0,135740.0,13450.0,,163513.7,,,,163513.7,30308,IFO Political Action Committee Fund (Inter Faculty Organization),Political Fund,St Paul,MN,55103,,9/26/1989,,"$1,265.93 ",$877.03 ,30308,IFO Political Action Committee Fund (Inter Faculty Organization),pac,labor,"$153,160.72",False,True
30629,Impact Minnesota Political Fund,Impact MN,pac,ie,192535.97,192536.0,192536.0,,,,,,190951.8,29500.0,,,161451.8,30629,Impact Minnesota Political Fund,Independent Expenditure,St Paul,MN,55114,,8/26/2010 12:09,9/25/2012,,$0.00 ,30629,Impact Minnesota Political Fund,pac,prodfl,"$192,535.97",True,False
40248,Independent Community Bankers of Minn PAC,Ind Cmty Bankers,pac,biz,78855,78855.0,,78855.0,,22855.0,56000.0,,185640.4,,,,185640.4,40248,Independent Community Bankers of Minn PAC,Political Committee,St Paul,MN,55108,,9/10/1975,,"$17,567.16 ","$46,289.11 ",40248,Independent Community Bankers of Minn PAC,pac,biz,"$78,855.00",False,False
70014,Insurance Federation Political Action Comm,Insurance Fed,pac,biz,24175,11775.0,,24175.0,12400.0,3850.0,7925.0,,26200.3,2500.0,,,23700.3,70014,Insurance Federation Political Action Comm,Political Committee,Maple Grove,MN,55369-5611,,2/29/1980,,$614.56 ,"$2,212.08 ",70014,Insurance Federation Political Action Comm,pac,biz,"$24,175.00",True,True
30058,International Union of Operating Engineers,Intl Union Op Engineers,pac,labor,615642.78,499125.3,6049.4,609593.3,116517.5,486725.9,5850.0,500.0,148780.5,7816.2,250.0,,140714.3,30058,International Union of Operating Engineers,Political Fund,Minneapolis,MN,55418,,10/4/1974,,"$10,961.34 ","$12,180.85 ",30058,International Union of Operating Engineers,pac,labor,"$615,642.78",True,True
