ComID,Committee,totspend,topac,receivedtot,frompac,stype,CommCity,CommState,CommZip,CommWeb,RegistrationDate,TerminationDate,endcash2012,cat1,cat2
30108,MTA PAC (fka SITCO PAC),119975,,113130.0,,Political Fund,Roseville,MN,55113,,8/3/1976,,"$43,001.25 ",pac,biz
30124,Multi Housing Political Action Committee,264850,1400.0,304276.3,10000.0,Political Fund,Bloomington,MN,55431,,9/13/1976,,"$56,790.92 ",pac,biz
30557,NAIOP Economic Growth Fund,59750,43000.0,60553.0,1250.0,Political Fund,Minneapolis,MN,55416,,8/13/1998,,"$4,646.11 ",pac,biz
30552,NARAL Pro-Choice Minn Election Fund,18178.59,2200.0,13521.0,8000.0,Political Fund,St Paul,MN,55114,www.ProChoiceMinnesota.org,11/22/1995 13:38,,$531.03 ,pac,issue
30656,National Assn of Realtors Fund,95179.55,,95179.6,,Independent Expenditure,Chicago,IL,60611,,10/30/2012 13:00,,$0.00 ,pac,biz
40741,NFIB/MN Save Americas Free Enterprise Trust,26262.73,,27200.0,,Political Committee,Washington,DC,20004,,8/16/1996 10:05,,,pac,biz
30561,North Central States Carpenters PAC,680014.93,25729.9,19261.1,17811.1,Political Fund,St Paul,MN,55130,,5/3/2000,,"$31,037.32 ",pac,labor
41023,North Star SFAA-PAC,91905,2250.0,165562.5,,Political Committee,Edina,MN,55742,,1/14/2010 9:31,,"$54,633.80 ",pac,biz
40994,Northeast ALC PAC,13215.35,729.9,93386.2,24214.4,Political Fund,Duluth,MN,55812,www.nealc.org,2/5/2008,,"$38,893.96 ",pac,labor
40069,Northwest Petroleum NPPAC,52620,300.0,,,Political Committee,St Paul,MN,55126-3047,,4/4/1977,,"$30,299.02 ",pac,biz
70035,NRA Political Victory Fund,59705.85,,,,Political Committee,Fairfax,VA,22030,,5/15/1990,,"$2,571.52 ",pac,issue
40894,Ottertail Power PAC,22925,200.0,30294.9,,Political Committee,Fergus Falls,MN,56538-0944,,9/20/2002,,"$4,080.47 ",pac,biz
70033,OutFront Minnesota Action,34354.12,9727.2,61740.0,500.0,Political Committee,Minneapolis,MN,55409-1337,www.outfrontaction.org,8/30/2004,,$742.22 ,pac,issue
30633,OutFront MN Action Independent Expenditure Fund,19551.13,,42595.2,28727.2,Independent Expenditure,Minneapolis,MN,55409-1337,,9/23/2010 9:56,,$0.00 ,pac,issue
40246,PAL 9 Natl Assoc of Letter Carriers,30745,2570.0,4000.0,,Political Committee,Coon Rapids,MN,55448-2316,,3/19/1976,,"$8,109.98 ",pac,labor
30268,People in Construction Political Action Comm,21900,,42400.0,,Political Fund,Apple Valley,MN,55124,,12/13/1985,,"$14,278.13 ",pac,biz
40016,PharmPAC,18300,,12300.0,,Political Committee,St Paul,MN,55114,,7/9/1974,,"$1,969.09 ",pac,biz
40821,Pine Bend PAC,62220,,84275.0,,Political Committee,Burnsville,MN,55337,,7/29/1999,,"$13,159.82 ",pac,
30239,Pipe Fitters Local 539,71888.07,3241.1,40673.3,,Political Fund,Minneapolis,MN,55414,,5/23/1984,,"$8,507.24 ",pac,labor
30628,"Planned Parenthood Minnesota, North Dakota, South Dakota Action Fund",159797.43,5000.0,167925.4,,Independent Expenditure,St Paul,MN,55114,plannedparenthoodadvocate.com,8/5/2010 8:24,,$0.00 ,pac,issue
80012,Planned Parenthood of Minn Pol Action Fund,79988.7,19900.0,105890.0,,Political Fund,St Paul,MN,55114,,7/16/2002,,"$10,552.25 ",pac,issue
30571,Plumbers & Pipefitters Local #589 Pol Action Comm,18088.28,888.3,,,Political Fund,Virginia,MN,55792-3496,,11/20/2001,,$966.72 ,pac,labor
30577,Plumbers & Steamfitters Local 11 PAC Fund,27288.08,1733.1,14095.6,,Political Fund,Duluth,MN,55811,,8/29/2002,,"$1,655.68 ",pac,labor
30033,Plumbers Local Union #15 COPE Account,18517,2300.0,,,Political Fund,Minneapolis,MN,55404,,9/5/1974,,$136.54 ,pac,labor
30085,Police Officers Fed of Mpls Contingency Fund,70750,,117000.0,,Political Fund,Minneapolis,MN,55418,mpdfederation.com,10/31/1974,,"$4,339.13 ",pac,labor
30555,Prairie Island Indian Community PAC,649179,1000.0,560000.0,,Political Fund,Welch,MN,55089,,10/30/1996 8:42,,"$2,875.29 ",pac,indian
